,text,label
266,"['cantik', 'polos', 'liat', 'bakat', 'moga', 'udah', 'tenar', 'gek', 'selebgram', 'ga', 'kaya', 'si', 'mba', 'novilda', 'ya', 'dek', 'hilang', 'arah', 'cepat', 'tumbuh', 'dewasa', 'asah', 'bakat', 'allah', 'bless']",1
267,"['bagus', 'iniii', 'ga', 'kaya', 'pingin', 'kenal', 'rambut', 'alusin', 'dlu', 'muka', 'makeup', 'dl', 'biar', 'kamera', 'keren', 'hahaha', 'kl', 'bnr', 'bnr', 'liat', 'lg', 'lelah', 'abis', 'pulang', 'sekolah']",1
268,"['ulang', 'kali', 'kali', 'sampet', 'gak', 'percaya', 'klo', 'suara', 'asli', 'bagus', 'bgt']",1
269,"['alhamdulillah', 'kidz', 'zaman', 'niw', 'karya', 'wajar', 'umur', 'sok', 'gede']",1
270,"['aduhh', 'kerennnn', 'suara', 'enak', 'nge', 'jazz', 'gimanaa', 'gtu', 'muka', 'mah', 'aja', 'ntr', 'klo', 'udh', 'tenar', 'muka', 'hahahahahaha', 'skill', 'dlu', 'nomer', 'batu', 'abege', 'jaman']",1
271,"['kereeen', 'nih', 'enak', 'bgt', 'didengernya', 'gak', 'bosen', 'puter', 'ulang', 'lipsing', 'gajelas', 'joget', 'gtu']",1
272,"['waduuhhh', 'kereeen', 'bangeeet', 'dedek', 'emeesh']",1
273,"['klo', 'sih', 'yes', 'bingits', 'coba', 'ya', 'seandaix', 'anak', 'video', 'sprt', 'gin', 'video', 'kreativ', 'bagus', 'dripda', 'video', 'mesum', 'ngelem', 'dll', 'bau', 'negativ', 'bikin', 'dosa', 'maluin', 'ortu']",1
274,"['bagussss', 'dandan', 'natural', 'ga', 'permak', 'kayak', 'anak', 'jaman']",1
275,"['kereeeeennnn', 'nyanyi', 'santai', 'banget']",1
276,"['polossss', 'keren', 'ga', 'neko', 'kayak', 'jossss']",1
277,"['yesssssss', 'bagus', 'bgt', 'kids', 'jaman', 'diksh', 'jempolllll']",1
278,"['wajah', 'anak', 'skul', 'bgt', 'yaakk', 'mase', 'alami', 'bgt', 'suka', 'liat', 'lagu', 'suara', 'keren', 'palg', 'pake', 'bando', 'suara', 'mantap']",1
279,"['keren', 'suara', 'dasar', 'cantik', 'tinggal', 'poles', 'dikit', 'sinar']",1
280,"['suara', 'pas', 'bnget', 'pecah', 'suara', 'jg', 'cakep']",1
281,"['keren', 'bgt', 'suara', 'tinggal', 'permak', 'aja', 'biar', 'tmbh', 'cantik', 'viralkann']",1
282,"['kereeeennnnnn', 'suaranyaaahh', 'okkeehh', 'ketjeeehh', 'badaaiik', 'ughllaaaallaa']",1
283,"['yes', 'yes', 'yes', 'kirain', 'lypsinc', 'habis', 'sih', 'suara', 'eh', 'pas', 'nyanyi', 'bareng', 'ngeh', 'asli', 'kereennn']",1
284,"['keren', 'bakat', 'ntar', 'jg', 'klo', 'udah', 'jd', 'artis', 'duit', 'muka', 'cemerlang']",1
285,"['keren', 'min', 'orang', 'bakat', 'kaya', 'gin', 'publik']",1
286,"['kereeen', 'bgt', 'suara', 'kyk', 'gin', 'kids', 'jaman']",1
287,"['mrinding', 'bagus', 'poll', 'jaga', 'ya', 'dek', 'polos', 'jng', 'smpek', 'kyk', 'si', 'aw', 'dkk']",1
288,"['kereenn', 'sumpaah', 'banget', 'bagus']",1
289,"['ya', 'ampun', 'lakikny', 'ganteng', 'rini', 'nya', 'cantik', 'mungil', 'skrg']",1
290,"['suami', 'swett', 'liat', 'syg', 'bgt', 'istri', 'ganteng', 'haaaaaaa', 'swett', 'smg', 'langgeng', 'sllu']",1
291,"['mbak', 'rini', 'hamil', 'ya', 'selamat', 'ya', 'mbak', 'moga', 'kandung', 'sehat', 'aja', 'mbak', 'rini', 'bahagia', 'hamil', 'moga', 'lancar', 'proses', 'salin']",1
292,"['kasi', 'anak', 'jgn', 'sampek', 'anak', 'rusak', 'jugak', 'kek', 'emaknya', 'yaa']",1
293,"['kalo', 'pasang', 'cantik', 'ganteng', 'suka', 'deh', 'liat']",1
294,"['hamil', 'selamat', 'ya', 'mbak', 'sandra', 'moga', 'hamil', 'sehat', 'fit', 'moga', 'lancar', 'prosesi', 'salin', 'udah', 'calon', 'nih']",1
295,"['happy', 'sukakkk', 'bgt', 'sm', 'nih', 'couple', 'salah', 'pasang', 'sempurna', 'gw']",1
296,"['lihat', 'infotainment', 'nikah', 'wkt', 'jelang', 'nikah', 'sandra', 'dewi', 'bilang', 'klo', 'calon', 'suami', 'ken', 'banget', 'cepat', 'anak', 'hbs', 'meni', 'krn', 'suka', 'anak', 'sdh', 'prepare', 'program', 'laku', 'klo', 'dlm', 'wkt', 'blm', 'kasih', 'anak', 'finally', 'congrats', 'moga', 'lancar', 'sehat', 'trs', 'sampe', 'lahir']",1
297,"['keluarga', 'terhumble', 'sempurna', 'sederhana', 'engga', 'sok', 'lihat', 'kaya', 'ga', 'pnah', 'manja', 'pake', 'pesawat', 'jet', 'pribadi', 'kayak']",1
298,"['bunda', 'maia', 'cantik', 'moga', 'slalu', 'sukses', 'sehat', 'trs', 'ya', 'cantik', 'wajah', 'cantik', 'hati']",1
299,"['artis', 'gue', 'kaguminn', 'nikah', 'muda', 'ga', 'neko', 'syg', 'keluarga', 'syg', 'suami', 'utama', 'anak', 'ga', 'puyeng', 'ama', 'dunia', 'hibur', 'artisann', 'tajirrr', 'mampuss', 'plus', 'ga', 'alayy', 'ga', 'aneh', 'salutt', 'ama', 'niaa', 'smiga', 'slalu', 'samawa', 'yaa', 'nia', 'famzz']",1
300,"['iya', 'sih', 'jujur', 'fans', 'nia', 'aja', 'pas', 'tenar', 'banget', 'sinteronnya', 'aja', 'urus', 'keluarga', 'salut', 'ama', 'muda', 'ya', 'itungannya', 'beda']",1
301,"['smnjk', 'hbs', 'nikah', 'aura', 'keluarr', 'bgt', 'suami', 'jg', 'kliatan', 'syg', 'nia', 'nya', 'kliatan', 'gt', 'tulusss', 'sukak', 'deh', 'liat']",1
302,"['mngkin', 'mba', 'nya', 'marah', 'krna', 'ad', 'ga', 'enk', 'dr', 'komen', 'wajar', 'kl', 'marah', 'foto', 'aj', 'ko', 'mba', 'nya', 'bully', 'sampe', 'bawa', 'fisik', 'sgala', 'ga', 'bgus', 'pinter', 'mnyikapi', 'medsos']",1
303,"['cantik', 'banget', 'yak', 'anak', 'cewe', 'puyeng', 'kali', 'yak', 'jagain', 'nya']",1
304,"['iya', 'mba', 'ariel', 'gak', 'ganteng', 'ariel', 'kharisma', 'tarik', 'udah', 'tua', 'skrang', 'keriput', 'wajah', 'ttp', 'aja', 'kharisma', 'nya', 'lelaki', 'liat', 'pancar', 'bukti', 'mama', 'tante', 'gila', 'ariel', 'sa']",1
305,"['manusia', 'harga', 'kalo', 'tulis', 'tulis', 'sakit', 'hati', 'orang', 'ya', 'tulis', 'sosmed', 'smart', 'ya', 'guys']",1
306,"['kalo', 'liat', 'gaya', 'ttp', 'kliatan', 'bagus', 'suka', 'lgu', 'nya', 'sukses', 'trus', 'kak']",1
307,"['bangat', 'emas', 'salpok', 'emas', 'tp', 'sumpah', 'lagu', 'music', 'nya', 'keren', 'bngat', 'konsep', 'mv', 'nya', 'ambil', 'handel', 'keren', 'kalo', 'denada', 'taro', 'kutang', 'krn', 'minim', 'perestasi', 'tp', 'kalo', 'agnes', 'wajar', 'prestasi', 'dunia', 'fashion', 'kalo', 'artis', 'indonesia', 'unggul', 'krn', 'berani', 'gak', 'cocok', 'pake']",1
308,"['coba', 'deh', 'kritik', 'bikin', 'karya', 'tau', 'bagus', 'kritik']",1
309,"['protes', 'sih', 'protes', 'coba', 'usaha', 'deh', 'usaha', 'pendek', 'ya', 'butuh', 'go', 'international', 'protes', 'klau', 'ken', 'ya', 'kaliam', 'go', 'international']",1
310,"['keren', 'ga', 'suka', 'agnes', 'tp', 'suka', 'lagu', 'n', 'jd', 'suka', 'jg', 'nyanyi', 'santai', 'lagu', 'tp', 'asyik']",1
311,"['bandingin', 'lagu', 'go', 'internasional', 'ngena', 'gue', 'seru', 'enak', 'didenger', 'tumben', 'agnes', 'gak', 'bumbu', 'indonesia', 'kaya', 'batik', 'gtu']",1
312,"['keren', 'mba', 'mba', 'superman', 'wkwkwk']",1
313,"['sumpah', 'gua', 'suka', 'bgt', 'lagu', 'asik', 'bgt', 'dengernyaa']",1
314,"['enak', 'banget', 'mak', 'lagu', 'album', 'suka', 'inih', 'sm', 'beautiful', 'mistake']",1
315,"['mantap', 'gw', 'suka', 'bngt', 'ama', 'agnes', 'dy', 'artis', 'talenta', 'kaya', 'dy', 'ga', 'pamer', 'ky', 'artis', 'ygblain', 'gw', 'suka', 'dy', 'ga', 'pamer', 'keren', 'bngt']",1
316,"['enakk', 'musik', 'nyaa', 'lhatt', 'ka', 'agnes', 'nyaa', 'dance', 'kaya', 'nyaa', 'nyamaann', 'enakk', 'bgt', 'kayaa', 'nyaa']",1
317,"['asik', 'bgts', 'dancenya', 'lg', 'lagu', 'mancappppp']",1
318,"['ganteng', 'banget', 'aura', 'kenceng', 'banget', 'ragu', 'moga', 'langgeng', 'mami']",1
319,"['mami', 'depe', 'cantik', 'banget', 'awet', 'muda', 'ngga', 'kalah', 'sm', 'nyanyi', 'moga', 'samawa']",1
320,"['ganteng', 'yesss', 'mami', 'cuco', 'deh', 'babang', 'moga', 'langgeng', 'ya', 'unchhh', 'lope', 'mami']",1
321,"['mbak', 'dewi', 'sabar', 'keliahatannya', 'keren', 'moga', 'langgeng']",1
322,"['pasang', 'hidup', 'ijk', 'salut', 'sih', 'mami', 'depe', 'ga', 'matre', 'n', 'neko', 'single', 'n', 'cocok', 'doi', 'ajak', 'rit', 'ga', 'kyk', 'tetangga', 'sblh', 'saking', 'matrenya', 'suami', 'org', 'embat', 'jg']",1
323,"['duda', 'singgel', 'ngak', 'laki', 'jaman', 'setia', 'tani', 'dunia', 'akhirat', 'amin', 'good', 'luck', 'dewi', 'persil', 'sehat', 'slalu', 'dlm', 'karya']",1
324,"['muantepp', 'ganteng', 'selamat', 'tempuh', 'hidup', 'mg', 'langgeng', 'rumah', 'tanggax', 'bhagia', 'n', 'selladem', 'ayem']",1
325,"['mb', 'depe', 'langgeng', 'yo', 'karo', 'masny', 'mb', 'ngefans', 'bgt', 'sm', 'mb', 'depe', 'dri', 'mb', 'sm', 'mas', 'saiful', 'dlu', 'smpe', 'blng', 'jdi', 'pembntuny', 'gapapala', 'ktny', 'pgn', 'bgt', 'ktmu', 'mb', 'depe', 'dijambi', 'mb']",1
326,"['dengar', 'sakit', 'hati', 'tenang', 'jalanin', 'aja', 'pilih', 'andah', 'bahagia', 'hati', 'maju', 'trus', 'sukses', 'pasang', 'mu']",1
327,"['cakep', 'ganteng', 'pacar', 'dewi', 'persik', 'udah', 'aja', 'jgn', 'ganti', 'lg', 'yaa', 'dewi']",1
328,"['untung', 'bella', 'orang', 'fokus', 'ama', 'komen', 'laki', 'coba', 'kalo', 'ngga', 'model', 'baju', 'diceramahin', 'ama', 'netizen']",1
329,"['pasang', 'suami', 'istri', 'normal', 'romantisme', 'istri', 'tau', 'ga', 'umbar', 'tp', 'jaga', 'suka', 'umbar', 'mesra', 'iti', 'tutup', 'nyata']",1
330,"['naksir', 'ama', 'cewek', 'kyanya', 'lembut', 'banget', 'kya', 'bolu']",1
331,"['cewex', 'cntik', 'cowox', 'mmmmhh', 'hehe']",1
332,"['cewenya', 'cantikk', 'power', 'tajir']",1
333,"['alhamdulillah', 'ganteng', 'babang', 'emran', 'ya']",1
334,"['alhamdulillah', 'gak', 'engku', 'emran', 'masyaallah', 'ganteng', 'anteng', 'sabar', 'sholeh', 'nyanyang', 'senyum', 'cute', 'baper', 'dech']",1
335,"['cantik', 'manis', 'cewe', 'nya', 'cocok', 'aja']",1
336,"['cewenya', 'manis', 'cakep', 'skrg', 'dr', 'kmrn', 'ga', 'jd']",1
337,"['lbh', 'cantik', 'sih', 'hebat', 'jg', 'ni', 'lakik', 'ciwik', 'nya', 'cakep', 'lho']",1
338,"['moga', 'klo', 'sma', 'mh', 'klo', 'bella', 'mh', 'udah', 'dapet', 'pas']",1
339,"['moga', 'ga', 'putus', 'ya', 'ka', 'bella', 'udah', 'bahagia', 'banget', 'ga', 'malu']",1
340,"['yaampun', 'cantiikk', 'bangett', 'asli', 'angguunn']",1
341,"['euum', 'tuju', 'sekaliii', 'emang', 'cantik', 'wow', 'pelihara', 'hehe']",1
342,"['cantiik', 'senyum', 'maudy', 'kusnaedi']",1
343,"['kisah', 'jevin', 'radhini', 'rini', 'gue', 'jd', 'ajar', 'jodoh', 'jalan', 'gue', 'ngikutin', 'dr', 'gue', 'nonton', 'pas', 'live', 'remix', 'jevin', 'ngomong', 'pacar', 'nonton', 'nunjuk', 'radhini', 'gue', 'jg', 'nntn', 'pas', 'jevin', 'luk', 'radhini', 'erat', 'bgt', 'backstage', 'stlh', 'lolos', 'final', 'liat', 'jevin', 'anak', 'gentle', 'tulus', 'sayang', 'allah', 'maha', 'pembolakbalik', 'hati', 'mei', 'jevin', 'radhini', 'pcrn', 'sept', 'jevin', 'rini', 'dipasangin', 'remix', 'des', 'final', 'remix', 'jan', 'jevin', 'radhini', 'putus', 'feb', 'jevin', 'rini', 'pcrn', 'april', 'jevin', 'ngelamar', 'rini', 'feb', 'jevin', 'rini', 'tunang', 'mei', 'jevin', 'rini', 'nikah', 'allah', 'works', 'many', 'ways', 'allah', 'plan', 'better', 'plan', 'jevin', 'dulunya', 'berfikiran', 'nikah', 'umur', 'sangka', 'umur', 'dlm', 'pcrn', 'udah', 'ngajakin', 'anak', 'orang', 'nikah', 'ah', 'happy', 'wedding', 'soundwave', 'bahagia']",1
344,"['arti', 'jodoh', 'bilang', 'jodoh', 'cantik', 'lahir', 'batin', 'kl', 'ga', 'jodoh', 'pisah']",1
345,"['pingkan', 'ni', 'suara', 'enak', 'banget', 'bindeng', 'gimana', 'gt', 'cir', 'khas', 'gw', 'merem', 'denger', 'suara', 'gw', 'udh', 'langsung', 'tauk']",1
346,"['hati', 'ya', 'mbaa', 'gigi', 'hati', 'luarbiasanya', 'ajah', 'sampe', 'benci', 'cobaa', 'sebutin', 'heternya', 'mbaa', 'salah', 'mba', 'gigi', 'laku', 'duhh', 'ajah', 'sukak', 'sifatnyaaaaaaaaaaa']",1
347,"['suka', 'banget', 'banget', 'nih', 'ni', 'artis', 'gak', 'neko', 'neko', 'nyata', 'lahir']",1
348,"['alhamdulillahhh', 'ngepost', 'ayangnya', 'ibel', 'biarin', 'deh', 'damai', 'isi', 'dunia', 'sdh', 'pasang', 'engga', 'lg', 'bilang', 'ibel', 'pho', 'happy', 'b', 'day', 'ibel']",1
349,"['kakak', 'murid', 'msh', 'ngajar', 'sekolah', 'internasional', 'mihil', 'anak', 'cantik', 'si', 'bpk', 'ramah', 'bngt', 'sepupu', 'sekolah', 'uang', 'masuk', 'aja', 'jtan', 'lbh', 'siswa', 'g', 'tau', 'skrg', 'brp']",1
350,"['ka', 'bella', 'sholehah', 'hasil', 'cantik', 'allah', 'kasih', 'jodoh']",1
351,"['mbak', 'bela', 'nikah', 'dasar', 'dasar', 'agama', 'mbak', 'utama', 'ya', 'biar', 'laki', 'dpt', 'laki', 'kaya', 'raya', 'nikahin', 'mbak']",1
352,"['duh', 'geulis', 'kitu', 'tinggal', 'duuuhhhh', 'hahaha', 'jodoh', 'allah', 'kasih', 'teeeh']",1
